trial_id,seed,map_type,base_size,reported_size,actual_distinct_values,size_ratio,elapsed_micros
544,4307936,surjective_5to1,100,80,20,4.000000,717
545,4315855,surjective_5to1,100,80,20,4.000000,672
546,4323774,surjective_5to1,100,80,20,4.000000,707
547,4331693,surjective_5to1,100,80,20,4.000000,745
548,4339612,surjective_5to1,100,80,20,4.000000,898
549,4347531,surjective_5to1,100,80,20,4.000000,688
550,4355450,surjective_5to1,100,80,20,4.000000,681
551,4363369,surjective_5to1,100,80,20,4.000000,720
552,4371288,surjective_5to1,100,80,20,4.000000,674
553,4379207,surjective_5to1,100,80,20,4.000000,741
554,4387126,surjective_5to1,100,80,20,4.000000,692
555,4395045,surjective_5to1,100,80,20,4.000000,704
556,4402964,surjective_5to1,100,80,20,4.000000,702
557,4410883,surjective_5to1,100,80,20,4.000000,699
558,4418802,surjective_5to1,100,80,20,4.000000,756
559,4426721,surjective_5to1,100,80,20,4.000000,712
560,4434640,surjective_5to1,100,80,20,4.000000,731
561,4442559,surjective_5to1,100,80,20,4.000000,674
562,4450478,surjective_5to1,100,80,20,4.000000,678
563,4458397,surjective_5to1,100,80,20,4.000000,763
564,4466316,surjective_5to1,100,80,20,4.000000,678
565,4474235,surjective_5to1,100,80,20,4.000000,678
566,4482154,surjective_5to1,100,80,20,4.000000,681
567,4490073,surjective_5to1,100,80,20,4.000000,724
568,4497992,surjective_5to1,100,80,20,4.000000,695
569,4505911,surjective_5to1,100,80,20,4.000000,675
570,4513830,surjective_5to1,100,80,20,4.000000,674
571,4521749,surjective_5to1,100,80,20,4.000000,675
572,4529668,surjective_5to1,100,80,20,4.000000,717
573,4537587,surjective_5to1,100,80,20,4.000000,673
574,4545506,surjective_5to1,100,80,20,4.000000,710
575,4553425,surjective_5to1,100,80,20,4.000000,691
576,4561344,surjective_5to1,100,80,20,4.000000,704
577,4569263,surjective_5to1,100,80,20,4.000000,784
578,4577182,surjective_5to1,100,80,20,4.000000,690
579,4585101,surjective_5to1,100,80,20,4.000000,688
580,4593020,surjective_5to1,100,80,20,4.000000,687
581,4600939,surjective_5to1,100,80,20,4.000000,683
582,4608858,surjective_5to1,100,80,20,4.000000,731
583,4616777,surjective_5to1,100,80,20,4.000000,685
584,4624696,surjective_5to1,100,80,20,4.000000,691
585,4632615,surjective_5to1,100,80,20,4.000000,674
586,4640534,surjective_5to1,100,80,20,4.000000,728
587,4648453,surjective_5to1,100,80,20,4.000000,672
588,4656372,surjective_5to1,100,80,20,4.000000,680
589,4664291,surjective_5to1,100,80,20,4.000000,671
590,4672210,surjective_5to1,100,80,20,4.000000,680
591,4680129,surjective_5to1,100,80,20,4.000000,716
592,4688048,surjective_5to1,100,80,20,4.000000,677
593,4695967,surjective_5to1,100,80,20,4.000000,674
594,4703886,surjective_5to1,100,80,20,4.000000,678
595,4711805,surjective_5to1,100,80,20,4.000000,677
596,4719724,surjective_5to1,100,80,20,4.000000,787
597,4727643,surjective_5to1,100,80,20,4.000000,679
598,4735562,surjective_5to1,100,80,20,4.000000,671
599,4743481,surjective_5to1,100,80,20,4.000000,672
