trial_id,seed,quantifier_order,initial_a,initial_b,initial_c,final_a,final_b,final_c,elapsed_micros
578,4577182,cab,65,87,15,53,98,0,25285
579,4585101,cab,94,83,35,51,100,0,15090
580,4593020,cab,31,63,63,52,99,0,13531
581,4600939,cab,75,68,80,51,100,0,18275
582,4608858,cab,43,54,69,55,96,0,16093
583,4616777,cab,75,88,9,55,96,0,25529
584,4624696,cab,38,67,69,54,97,0,22790
585,4632615,cab,75,92,69,51,100,0,25312
586,4640534,cab,84,61,42,51,100,0,13052
587,4648453,cab,68,76,29,54,97,0,25592
588,4656372,cab,58,9,90,54,98,0,17869
589,4664291,cab,96,73,88,53,98,0,11541
590,4672210,cab,49,96,14,52,99,0,11872
591,4680129,cab,48,89,22,52,100,0,12937
592,4688048,cab,59,85,76,57,95,0,13676
593,4695967,cab,44,94,72,55,96,0,14417
594,4703886,cab,98,22,40,54,100,0,25276
595,4711805,cab,93,40,78,53,99,0,25767
596,4719724,cab,76,67,29,52,99,0,24790
597,4727643,cab,22,60,74,57,94,0,12246
598,4735562,cab,54,90,61,53,98,0,24302
599,4743481,cab,12,62,96,52,99,0,25227
