trial_id,seed,depth,true_size,estimated_size,ci_lower,ci_upper,ci_width,relative_width,true_in_ci,relative_error,oracle_lower,oracle_upper,oracle_width,true_in_oracle,width_ratio_vs_oracle
437,293003,5,312500000,387372336,254693376.00,601506864.00,346813488.00,1.1098,true,0.239591,244748610.22,407031982.88,162283372.67,true,2.1371
438,300922,5,312500000,281887200,184072680.00,441400960.00,257328280.00,0.8235,true,0.097961,243585669.24,407296854.97,163711185.73,true,1.5718
439,308841,5,312500000,343980000,219291660.00,540035100.00,320743440.00,1.0264,true,0.100736,244646240.57,406799962.16,162153721.59,true,1.9780
440,316760,5,312500000,312130000,197012250.00,484989120.00,287976870.00,0.9215,true,0.001184,244702313.04,408688248.96,163985935.92,true,1.7561
441,324679,5,312500000,312250050,197105400.00,485149500.00,288044100.00,0.9217,true,0.000800,243614972.91,408571730.77,164956757.87,true,1.7462
442,332598,5,312500000,334929896,216936720.00,526539312.00,309602592.00,0.9907,true,0.071776,242340226.32,408648452.94,166308226.62,true,1.8616
443,340517,5,312500000,347860800,221723910.00,544864320.00,323140410.00,1.0340,true,0.113155,242823811.80,408811816.65,165988004.85,true,1.9468
444,348436,5,312500000,365040000,223851600.00,558970956.00,335119356.00,1.0724,true,0.168128,243924582.43,408262415.90,164337833.48,true,2.0392
445,356355,5,312500000,379338596,238775040.00,569848608.00,331073568.00,1.0594,true,0.213884,244261197.78,408163010.39,163901812.61,true,2.0200
446,364274,5,312500000,363557376,228021816.00,557627840.00,329606024.00,1.0547,true,0.163384,243469287.13,408404855.09,164935567.96,true,1.9984
447,372193,5,312500000,363792000,228307200.00,548067520.00,319760320.00,1.0232,true,0.164134,244349928.03,405775557.66,161425629.62,true,1.9809
448,380112,5,312500000,305270784,183894832.00,449426432.00,265531600.00,0.8497,true,0.023133,242980071.91,409127571.09,166147499.19,true,1.5982
449,388031,5,312500000,323534750,204930000.00,491462640.00,286532640.00,0.9169,true,0.035311,243103735.97,408139538.16,165035802.20,true,1.7362
450,395950,5,312500000,264600000,164308320.00,408793770.00,244485450.00,0.7824,true,0.153280,242763120.09,408588760.53,165825640.44,true,1.4744
451,403869,5,312500000,385945560,238360500.00,558607280.00,320246780.00,1.0248,true,0.235026,244340052.41,407288995.26,162948942.85,true,1.9653
452,411788,5,312500000,259308000,168042600.00,409266000.00,241223400.00,0.7719,true,0.170214,243476997.73,408853943.51,165376945.78,true,1.4586
453,419707,5,312500000,312500000,197105400.00,485149500.00,288044100.00,0.9217,true,0.000000,243151615.86,407384376.69,164232760.83,true,1.7539
454,427626,5,312500000,330720000,209848320.00,511425090.00,301576770.00,0.9650,true,0.058304,243241820.48,407580338.64,164338518.16,true,1.8351
455,435545,5,312500000,351655200,219386880.00,530724150.00,311337270.00,0.9963,true,0.125297,242556136.83,405607990.18,163051853.35,true,1.9094
456,443464,5,312500000,350484750,218902500.00,529895520.00,310993020.00,0.9952,true,0.121551,244462803.34,407303756.88,162840953.54,true,1.9098
457,451383,5,312500000,368602500,231270336.00,555526125.00,324255789.00,1.0376,true,0.179528,244421623.89,410140055.63,165718431.74,true,1.9567
458,459302,5,312500000,324074400,204664320.00,501073776.00,296409456.00,0.9485,true,0.037038,244678624.10,408220325.45,163541701.35,true,1.8124
459,467221,5,312500000,335016000,213228400.00,527649980.00,314421580.00,1.0061,true,0.072051,243275563.35,409820714.22,166545150.88,true,1.8879
460,475140,5,312500000,330433641,218755061.00,519472128.00,300717067.00,0.9623,true,0.057388,244042492.50,406190504.29,162148011.79,true,1.8546
461,483059,5,312500000,305877600,184072680.00,458377920.00,274305240.00,0.8778,true,0.021192,242633194.06,405951817.38,163318623.32,true,1.6796
462,490978,5,312500000,365040000,233496000.00,559334160.00,325838160.00,1.0427,true,0.168128,242031809.33,408072916.84,166041107.51,true,1.9624
463,498897,5,312500000,350625000,228350256.00,549037500.00,320687244.00,1.0262,true,0.122000,243134338.47,406564928.88,163430590.40,true,1.9622
464,506816,5,312500000,276134400,172149296.00,409574880.00,237425584.00,0.7598,true,0.116370,243099061.85,405781797.30,162682735.45,true,1.4594
465,514735,5,312500000,357177600,213902640.00,528825024.00,314922384.00,1.0078,true,0.142968,244574553.26,409610604.54,165036051.29,true,1.9082
466,522654,5,312500000,310845000,191963520.00,465547500.00,273583980.00,0.8755,true,0.005296,242350914.83,408274491.85,165923577.02,true,1.6489
467,530573,5,312500000,323616384,200637360.00,501170544.00,300533184.00,0.9617,true,0.035572,243832386.84,409865136.76,166032749.92,true,1.8101
468,538492,5,312500000,309569260,199692000.00,472346802.00,272654802.00,0.8725,true,0.009378,243654105.34,408209049.70,164554944.37,true,1.6569
469,546411,5,312500000,398669040,246651300.00,596504160.00,349852860.00,1.1195,true,0.275741,242472644.77,409313928.76,166841283.99,true,2.0969
470,554330,5,312500000,324870000,201390300.00,493970400.00,292580100.00,0.9363,true,0.039584,243390702.50,405484120.11,162093417.61,true,1.8050
471,562249,5,312500000,357876792,219291660.00,540035100.00,320743440.00,1.0264,true,0.145206,242918670.18,407623730.64,164705060.46,true,1.9474
472,570168,5,312500000,311006332,196162560.00,483529176.00,287366616.00,0.9196,true,0.004780,243498689.76,408357612.60,164858922.84,true,1.7431
473,578087,5,312500000,310050000,191466720.00,464531760.00,273065040.00,0.8738,true,0.007840,244237089.26,406002038.91,161764949.65,true,1.6880
474,586006,5,312500000,337220450,200724480.00,492827814.00,292103334.00,0.9347,true,0.079105,243622324.65,408983331.19,165361006.55,true,1.7665
475,593925,5,312500000,394259580,259778400.00,611689344.00,351910944.00,1.1261,true,0.261631,242900414.81,406882510.41,163982095.61,true,2.1460
476,601844,5,312500000,293132700,179411408.00,448910000.00,269498592.00,0.8624,true,0.061975,243154916.05,408162930.28,165008014.23,true,1.6332
477,609763,5,312500000,270112500,160300800.00,408793770.00,248492970.00,0.7952,true,0.135640,242465934.87,405274780.05,162808845.18,true,1.5263
478,617682,5,312500000,358280000,233694720.00,559672740.00,325978020.00,1.0431,true,0.146496,243261173.38,408384911.01,165123737.63,true,1.9741
479,625601,5,312500000,343699200,223550800.00,529168640.00,305617840.00,0.9780,true,0.099837,241929335.62,408121424.66,166192089.04,true,1.8389
480,633520,5,312500000,299145600,187989120.00,457590870.00,269601750.00,0.8627,true,0.042734,243110917.03,407966538.26,164855621.23,true,1.6354
481,641439,5,312500000,344362200,214608768.00,511588224.00,296979456.00,0.9503,true,0.101959,243263790.97,408067262.06,164803471.08,true,1.8020
482,649358,5,312500000,322664212,208744704.00,499748184.00,291003480.00,0.9312,true,0.032525,244060600.30,407765013.24,163704412.94,true,1.7776
483,657277,5,312500000,344489600,223838208.00,530022366.00,306184158.00,0.9798,true,0.102367,243164789.10,408063387.92,164898598.82,true,1.8568
484,665196,5,312500000,318372600,192539072.00,475844600.00,283305528.00,0.9066,true,0.018792,246093309.31,406881356.64,160788047.34,true,1.7620
485,673115,5,312500000,337100400,209563200.00,510935688.00,301372488.00,0.9644,true,0.078721,243405544.49,408911783.97,165506239.48,true,1.8209
486,681034,5,312500000,298910976,191803392.00,474574932.00,282771540.00,0.9049,true,0.043485,243020062.19,405265101.00,162245038.81,true,1.7429
487,688953,5,312500000,311375000,196534080.00,466224660.00,269690580.00,0.8630,true,0.003600,243432288.80,407626176.52,164193887.73,true,1.6425
488,696872,5,312500000,335602176,208422720.00,517461048.00,309038328.00,0.9889,true,0.073927,242459161.52,410087213.17,167628051.65,true,1.8436
489,704791,5,312500000,317301192,191644004.00,482790000.00,291145996.00,0.9317,true,0.015364,243307914.00,406198236.00,162890322.00,true,1.7874
490,712710,5,312500000,372616659,238996128.00,570218880.00,331222752.00,1.0599,true,0.192373,244461995.64,407481973.85,163019978.21,true,2.0318
491,720629,5,312500000,335301120,203852250.00,507324480.00,303472230.00,0.9711,true,0.072964,243778098.51,407453417.35,163675318.83,true,1.8541
492,728548,5,312500000,311385600,200637360.00,483380352.00,282742992.00,0.9048,true,0.003566,242899390.86,406540550.46,163641159.60,true,1.7278
493,736467,5,312500000,324625000,201104640.00,484507980.00,283403340.00,0.9069,true,0.038800,244493428.73,407378726.85,162885298.12,true,1.7399
494,744386,5,312500000,358147500,224156160.00,559500480.00,335344320.00,1.0731,true,0.146072,241758952.45,409149298.14,167390345.69,true,2.0034
495,752305,5,312500000,312000000,201104640.00,484507980.00,283403340.00,0.9069,true,0.001600,244312369.18,405536539.98,161224170.80,true,1.7578
496,760224,5,312500000,292941600,175728960.00,440221392.00,264492432.00,0.8464,true,0.062587,244276877.27,407770631.43,163493754.16,true,1.6178
497,768143,5,312500000,312250050,196821900.00,484662528.00,287840628.00,0.9211,true,0.000800,243469434.16,407356566.68,163887132.51,true,1.7563
498,776062,5,312500000,329412096,204791972.00,490980672.00,286188700.00,0.9158,true,0.054119,243221914.31,408334920.68,165113006.37,true,1.7333
499,783981,5,312500000,293760000,180338400.00,450507420.00,270169020.00,0.8645,true,0.059968,242975872.80,408764833.91,165788961.10,true,1.6296
