trial_id,seed,scenario,parent_base_max,parent_true_size,parent_pass_rate,parent_est_size,parent_ci_lower,parent_ci_upper,parent_true_in_ci,parent_ci_width,shrink_value,shrunk_true_size,shrunk_pass_rate,warmup0_est_size,warmup0_ci_lower,warmup0_ci_upper,warmup0_true_in_ci,warmup0_ci_width,warmup10_est_size,warmup10_ci_lower,warmup10_ci_upper,warmup10_true_in_ci,warmup10_ci_width,warmup50_est_size,warmup50_ci_lower,warmup50_ci_upper,warmup50_true_in_ci,warmup50_ci_width,warmup100_est_size,warmup100_ci_lower,warmup100_ci_upper,warmup100_true_in_ci,warmup100_ci_width
2235,1860965,mixed_ranges,999,200,0.2000,176,152.00,203.00,true,51.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2236,1868884,mixed_ranges,999,200,0.2000,215,186.00,247.00,true,61.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2237,1876803,mixed_ranges,999,200,0.2000,198,171.00,228.00,true,57.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2238,1884722,mixed_ranges,999,200,0.2000,219,190.00,251.00,true,61.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2239,1892641,mixed_ranges,999,200,0.2000,192,166.00,221.00,true,55.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2240,1900560,mixed_ranges,999,200,0.2000,195,169.00,225.00,true,56.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2241,1908479,mixed_ranges,999,200,0.2000,191,165.00,220.00,true,55.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2242,1916398,mixed_ranges,999,200,0.2000,185,160.00,214.00,true,54.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2243,1924317,mixed_ranges,999,200,0.2000,192,167.00,222.00,true,55.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2244,1932236,mixed_ranges,999,200,0.2000,219,190.00,252.00,true,62.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2245,1940155,mixed_ranges,999,200,0.2000,191,166.00,220.00,true,54.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2246,1948074,mixed_ranges,999,200,0.2000,218,189.00,250.00,true,61.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2247,1955993,mixed_ranges,999,200,0.2000,199,173.00,229.00,true,56.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2248,1963912,mixed_ranges,999,200,0.2000,183,159.00,211.00,true,52.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2249,1971831,mixed_ranges,999,200,0.2000,188,163.00,217.00,true,54.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2250,1979750,mixed_ranges,999,200,0.2000,204,177.00,234.00,true,57.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2251,1987669,mixed_ranges,999,200,0.2000,198,171.00,228.00,true,57.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2252,1995588,mixed_ranges,999,200,0.2000,208,180.00,239.00,true,59.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2253,2003507,mixed_ranges,999,200,0.2000,224,195.00,257.00,true,62.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2254,2011426,mixed_ranges,999,200,0.2000,192,166.00,221.00,true,55.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2255,2019345,mixed_ranges,999,200,0.2000,176,152.00,203.00,true,51.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2256,2027264,mixed_ranges,999,200,0.2000,171,147.00,197.00,false,50.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2257,2035183,mixed_ranges,999,200,0.2000,184,159.00,212.00,true,53.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2258,2043102,mixed_ranges,999,200,0.2000,219,190.00,251.00,true,61.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2259,2051021,mixed_ranges,999,200,0.2000,202,175.00,232.00,true,57.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2260,2058940,mixed_ranges,999,200,0.2000,210,182.00,242.00,true,60.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2261,2066859,mixed_ranges,999,200,0.2000,205,178.00,236.00,true,58.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2262,2074778,mixed_ranges,999,200,0.2000,210,182.00,241.00,true,59.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2263,2082697,mixed_ranges,999,200,0.2000,190,165.00,219.00,true,54.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2264,2090616,mixed_ranges,999,200,0.2000,211,183.00,243.00,true,60.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2265,2098535,mixed_ranges,999,200,0.2000,177,153.00,205.00,true,52.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2266,2106454,mixed_ranges,999,200,0.2000,225,195.00,258.00,true,63.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2267,2114373,mixed_ranges,999,200,0.2000,216,188.00,248.00,true,60.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2268,2122292,mixed_ranges,999,200,0.2000,186,161.00,214.00,true,53.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2269,2130211,mixed_ranges,999,200,0.2000,226,196.00,259.00,true,63.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2270,2138130,mixed_ranges,999,200,0.2000,225,195.00,258.00,true,63.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2271,2146049,mixed_ranges,999,200,0.2000,210,182.00,242.00,true,60.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2272,2153968,mixed_ranges,999,200,0.2000,218,189.00,250.00,true,61.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2273,2161887,mixed_ranges,999,200,0.2000,192,166.00,221.00,true,55.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2274,2169806,mixed_ranges,999,200,0.2000,185,160.00,214.00,true,54.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2275,2177725,mixed_ranges,999,200,0.2000,218,189.00,250.00,true,61.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2276,2185644,mixed_ranges,999,200,0.2000,210,182.00,241.00,true,59.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2277,2193563,mixed_ranges,999,200,0.2000,221,192.00,254.00,true,62.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2278,2201482,mixed_ranges,999,200,0.2000,212,184.00,243.00,true,59.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2279,2209401,mixed_ranges,999,200,0.2000,178,154.00,205.00,true,51.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2280,2217320,mixed_ranges,999,200,0.2000,207,180.00,238.00,true,58.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2281,2225239,mixed_ranges,999,200,0.2000,204,177.00,235.00,true,58.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2282,2233158,mixed_ranges,999,200,0.2000,210,182.00,242.00,true,60.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2283,2241077,mixed_ranges,999,200,0.2000,172,149.00,198.00,false,49.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2284,2248996,mixed_ranges,999,200,0.2000,209,181.00,240.00,true,59.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2285,2256915,mixed_ranges,999,200,0.2000,194,168.00,223.00,true,55.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2286,2264834,mixed_ranges,999,200,0.2000,221,192.00,253.00,true,61.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2287,2272753,mixed_ranges,999,200,0.2000,205,178.00,236.00,true,58.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2288,2280672,mixed_ranges,999,200,0.2000,187,162.00,216.00,true,54.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2289,2288591,mixed_ranges,999,200,0.2000,201,174.00,231.00,true,57.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2290,2296510,mixed_ranges,999,200,0.2000,215,187.00,247.00,true,60.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2291,2304429,mixed_ranges,999,200,0.2000,198,172.00,228.00,true,56.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2292,2312348,mixed_ranges,999,200,0.2000,206,178.00,236.00,true,58.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2293,2320267,mixed_ranges,999,200,0.2000,219,190.00,252.00,true,62.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2294,2328186,mixed_ranges,999,200,0.2000,179,155.00,207.00,true,52.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2295,2336105,mixed_ranges,999,200,0.2000,211,183.00,243.00,true,60.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2296,2344024,mixed_ranges,999,200,0.2000,202,175.00,232.00,true,57.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2297,2351943,mixed_ranges,999,200,0.2000,215,187.00,247.00,true,60.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2298,2359862,mixed_ranges,999,200,0.2000,185,160.00,213.00,true,53.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2299,2367781,mixed_ranges,999,200,0.2000,195,169.00,224.00,true,55.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2300,2375700,mixed_ranges,999,200,0.2000,206,178.00,236.00,true,58.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2301,2383619,mixed_ranges,999,200,0.2000,211,183.00,242.00,true,59.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2302,2391538,mixed_ranges,999,200,0.2000,206,178.00,236.00,true,58.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2303,2399457,mixed_ranges,999,200,0.2000,194,168.00,224.00,true,56.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2304,2407376,mixed_ranges,999,200,0.2000,176,152.00,203.00,true,51.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2305,2415295,mixed_ranges,999,200,0.2000,179,155.00,207.00,true,52.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2306,2423214,mixed_ranges,999,200,0.2000,183,158.00,210.00,true,52.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2307,2431133,mixed_ranges,999,200,0.2000,184,159.00,212.00,true,53.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2308,2439052,mixed_ranges,999,200,0.2000,203,176.00,233.00,true,57.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2309,2446971,mixed_ranges,999,200,0.2000,192,166.00,221.00,true,55.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2310,2454890,mixed_ranges,999,200,0.2000,187,162.00,216.00,true,54.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2311,2462809,mixed_ranges,999,200,0.2000,210,182.00,242.00,true,60.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2312,2470728,mixed_ranges,999,200,0.2000,186,161.00,214.00,true,53.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2313,2478647,mixed_ranges,999,200,0.2000,184,159.00,212.00,true,53.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2314,2486566,mixed_ranges,999,200,0.2000,174,151.00,201.00,true,50.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2315,2494485,mixed_ranges,999,200,0.2000,183,158.00,210.00,true,52.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2316,2502404,mixed_ranges,999,200,0.2000,210,182.00,241.00,true,59.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2317,2510323,mixed_ranges,999,200,0.2000,209,181.00,240.00,true,59.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2318,2518242,mixed_ranges,999,200,0.2000,189,164.00,218.00,true,54.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2319,2526161,mixed_ranges,999,200,0.2000,189,163.00,217.00,true,54.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2320,2534080,mixed_ranges,999,200,0.2000,238,207.00,272.00,false,65.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2321,2541999,mixed_ranges,999,200,0.2000,203,176.00,233.00,true,57.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2322,2549918,mixed_ranges,999,200,0.2000,186,161.00,215.00,true,54.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2323,2557837,mixed_ranges,999,200,0.2000,207,180.00,238.00,true,58.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2324,2565756,mixed_ranges,999,200,0.2000,221,192.00,254.00,true,62.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2325,2573675,mixed_ranges,999,200,0.2000,193,167.00,222.00,true,55.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2326,2581594,mixed_ranges,999,200,0.2000,170,147.00,196.00,false,49.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2327,2589513,mixed_ranges,999,200,0.2000,198,172.00,228.00,true,56.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2328,2597432,mixed_ranges,999,200,0.2000,190,165.00,219.00,true,54.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2329,2605351,mixed_ranges,999,200,0.2000,194,168.00,223.00,true,55.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2330,2613270,mixed_ranges,999,200,0.2000,213,185.00,245.00,true,60.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2331,2621189,mixed_ranges,999,200,0.2000,199,173.00,229.00,true,56.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2332,2629108,mixed_ranges,999,200,0.2000,196,170.00,226.00,true,56.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2333,2637027,mixed_ranges,999,200,0.2000,264,230.00,302.00,false,72.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2334,2644946,mixed_ranges,999,200,0.2000,211,183.00,242.00,true,59.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2335,2652865,mixed_ranges,999,200,0.2000,168,146.00,194.00,false,48.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2336,2660784,mixed_ranges,999,200,0.2000,200,174.00,230.00,true,56.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2337,2668703,mixed_ranges,999,200,0.2000,216,187.00,248.00,true,61.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2338,2676622,mixed_ranges,999,200,0.2000,183,158.00,211.00,true,53.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2339,2684541,mixed_ranges,999,200,0.2000,222,193.00,255.00,true,62.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2340,2692460,mixed_ranges,999,200,0.2000,212,184.00,243.00,true,59.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2341,2700379,mixed_ranges,999,200,0.2000,210,182.00,242.00,true,60.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2342,2708298,mixed_ranges,999,200,0.2000,214,186.00,246.00,true,60.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2343,2716217,mixed_ranges,999,200,0.2000,187,162.00,215.00,true,53.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2344,2724136,mixed_ranges,999,200,0.2000,180,156.00,208.00,true,52.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2345,2732055,mixed_ranges,999,200,0.2000,179,155.00,206.00,true,51.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2346,2739974,mixed_ranges,999,200,0.2000,191,165.00,220.00,true,55.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2347,2747893,mixed_ranges,999,200,0.2000,217,188.00,249.00,true,61.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2348,2755812,mixed_ranges,999,200,0.2000,188,163.00,217.00,true,54.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2349,2763731,mixed_ranges,999,200,0.2000,183,158.00,210.00,true,52.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2350,2771650,mixed_ranges,999,200,0.2000,161,139.00,186.00,false,47.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2351,2779569,mixed_ranges,999,200,0.2000,216,188.00,248.00,true,60.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2352,2787488,mixed_ranges,999,200,0.2000,188,163.00,217.00,true,54.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2353,2795407,mixed_ranges,999,200,0.2000,211,183.00,243.00,true,60.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2354,2803326,mixed_ranges,999,200,0.2000,172,149.00,199.00,false,50.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
2355,2811245,mixed_ranges,999,200,0.2000,208,180.00,239.00,true,59.00,50,50,1.0000,50,38.00,50.00,true,12.00,50,43.00,50.00,true,7.00,50,47.00,50.00,true,3.00,50,48.00,50.00,true,2.00
