trial_id,seed,pass_rate,sample_count,true_size,estimated_size,ci_lower,ci_upper,ci_width,true_in_ci,relative_error
460,475140,0.5,25,500,571,467.00,669.00,202.00,true,0.142000
460,475140,0.5,50,500,545,466.00,620.00,154.00,true,0.090000
460,475140,0.5,100,500,539,481.00,595.00,114.00,true,0.078000
460,475140,0.5,200,500,526,485.00,567.00,82.00,true,0.052000
460,475140,0.5,500,500,502,476.00,529.00,53.00,true,0.004000
461,483059,0.5,1,500,667,470.00,813.00,343.00,true,0.334000
461,483059,0.5,5,500,571,417.00,711.00,294.00,true,0.142000
461,483059,0.5,10,500,600,460.00,723.00,263.00,true,0.200000
461,483059,0.5,25,500,600,493.00,697.00,204.00,true,0.200000
461,483059,0.5,50,500,575,495.00,652.00,157.00,true,0.150000
461,483059,0.5,100,500,547,489.00,604.00,115.00,true,0.094000
461,483059,0.5,200,500,538,496.00,580.00,84.00,true,0.076000
461,483059,0.5,500,500,500,474.00,526.00,52.00,true,0.000000
462,490978,0.5,1,500,600,417.00,756.00,339.00,true,0.200000
462,490978,0.5,5,500,593,434.00,731.00,297.00,true,0.186000
462,490978,0.5,10,500,583,446.00,707.00,261.00,true,0.166000
462,490978,0.5,25,500,581,475.00,678.00,203.00,true,0.162000
462,490978,0.5,50,500,587,505.00,663.00,158.00,false,0.174000
462,490978,0.5,100,500,534,476.00,590.00,114.00,true,0.068000
462,490978,0.5,200,500,521,480.00,562.00,82.00,true,0.042000
462,490978,0.5,500,500,516,490.00,543.00,53.00,true,0.032000
463,498897,0.5,1,500,667,470.00,813.00,343.00,true,0.334000
463,498897,0.5,5,500,593,434.00,731.00,297.00,true,0.186000
463,498897,0.5,10,500,583,446.00,707.00,261.00,true,0.166000
463,498897,0.5,25,500,610,502.00,707.00,205.00,false,0.220000
463,498897,0.5,50,500,587,505.00,663.00,158.00,false,0.174000
463,498897,0.5,100,500,534,476.00,590.00,114.00,true,0.068000
463,498897,0.5,200,500,522,481.00,563.00,82.00,true,0.044000
463,498897,0.5,500,500,516,489.00,542.00,53.00,true,0.032000
464,506816,0.5,1,500,545,375.00,704.00,329.00,true,0.090000
464,506816,0.5,5,500,533,386.00,674.00,288.00,true,0.066000
464,506816,0.5,10,500,488,367.00,611.00,244.00,true,0.024000
464,506816,0.5,25,500,456,366.00,548.00,182.00,true,0.088000
464,506816,0.5,50,500,473,401.00,546.00,145.00,true,0.054000
464,506816,0.5,100,500,483,428.00,537.00,109.00,true,0.034000
464,506816,0.5,200,500,466,427.00,505.00,78.00,true,0.068000
464,506816,0.5,500,500,484,459.00,510.00,51.00,true,0.032000
465,514735,0.5,1,500,632,441.00,783.00,342.00,true,0.264000
465,514735,0.5,5,500,696,521.00,823.00,302.00,false,0.392000
465,514735,0.5,10,500,636,491.00,757.00,266.00,true,0.272000
465,514735,0.5,25,500,500,404.00,596.00,192.00,true,0.000000
465,514735,0.5,50,500,550,471.00,625.00,154.00,true,0.100000
465,514735,0.5,100,500,505,449.00,560.00,111.00,true,0.010000
465,514735,0.5,200,500,515,474.00,555.00,81.00,true,0.030000
465,514735,0.5,500,500,504,478.00,530.00,52.00,true,0.008000
466,522654,0.5,1,500,667,470.00,813.00,343.00,true,0.334000
466,522654,0.5,5,500,593,434.00,731.00,297.00,true,0.186000
466,522654,0.5,10,500,467,350.00,588.00,238.00,true,0.066000
466,522654,0.5,25,500,522,423.00,618.00,195.00,true,0.044000
466,522654,0.5,50,500,526,449.00,601.00,152.00,true,0.052000
466,522654,0.5,100,500,524,467.00,580.00,113.00,true,0.048000
466,522654,0.5,200,500,490,450.00,530.00,80.00,true,0.020000
466,522654,0.5,500,500,499,472.00,525.00,53.00,true,0.002000
467,530573,0.5,1,500,632,441.00,783.00,342.00,true,0.264000
467,530573,0.5,5,500,640,473.00,775.00,302.00,true,0.280000
467,530573,0.5,10,500,600,460.00,723.00,263.00,true,0.200000
467,530573,0.5,25,500,537,437.00,634.00,197.00,true,0.074000
467,530573,0.5,50,500,500,426.00,574.00,148.00,true,0.000000
467,530573,0.5,100,500,476,423.00,531.00,108.00,true,0.048000
467,530573,0.5,200,500,480,440.00,519.00,79.00,true,0.040000
467,530573,0.5,500,500,504,478.00,531.00,53.00,true,0.008000
468,538492,0.5,1,500,522,357.00,681.00,324.00,true,0.044000
468,538492,0.5,5,500,552,401.00,692.00,291.00,true,0.104000
468,538492,0.5,10,500,553,420.00,677.00,257.00,true,0.106000
468,538492,0.5,25,500,480,387.00,574.00,187.00,true,0.040000
468,538492,0.5,50,500,452,383.00,523.00,140.00,true,0.096000
468,538492,0.5,100,500,505,449.00,560.00,111.00,true,0.010000
468,538492,0.5,200,500,484,444.00,524.00,80.00,true,0.032000
468,538492,0.5,500,500,492,466.00,518.00,52.00,true,0.016000
469,546411,0.5,1,500,571,395.00,729.00,334.00,true,0.142000
469,546411,0.5,5,500,640,473.00,775.00,302.00,true,0.280000
469,546411,0.5,10,500,636,491.00,757.00,266.00,true,0.272000
469,546411,0.5,25,500,679,565.00,773.00,208.00,false,0.358000
469,546411,0.5,50,500,642,557.00,718.00,161.00,false,0.284000
469,546411,0.5,100,500,521,464.00,577.00,113.00,true,0.042000
469,546411,0.5,200,500,495,455.00,536.00,81.00,true,0.010000
469,546411,0.5,500,500,519,493.00,546.00,53.00,true,0.038000
470,554330,0.5,1,500,667,470.00,813.00,343.00,true,0.334000
470,554330,0.5,5,500,696,521.00,823.00,302.00,false,0.392000
470,554330,0.5,10,500,677,527.00,794.00,267.00,false,0.354000
470,554330,0.5,25,500,590,484.00,688.00,204.00,true,0.180000
470,554330,0.5,50,500,560,480.00,636.00,156.00,true,0.120000
470,554330,0.5,100,500,552,494.00,609.00,115.00,true,0.104000
470,554330,0.5,200,500,522,481.00,563.00,82.00,true,0.044000
470,554330,0.5,500,500,504,478.00,531.00,53.00,true,0.008000
471,562249,0.5,1,500,571,395.00,729.00,334.00,true,0.142000
471,562249,0.5,5,500,571,417.00,711.00,294.00,true,0.142000
471,562249,0.5,10,500,600,460.00,723.00,263.00,true,0.200000
471,562249,0.5,25,500,554,452.00,651.00,199.00,true,0.108000
471,562249,0.5,50,500,555,476.00,630.00,154.00,true,0.110000
471,562249,0.5,100,500,563,504.00,621.00,117.00,false,0.126000
471,562249,0.5,200,500,517,476.00,558.00,82.00,true,0.034000
471,562249,0.5,500,500,521,495.00,548.00,53.00,true,0.042000
472,570168,0.5,1,500,667,470.00,813.00,343.00,true,0.334000
472,570168,0.5,5,500,615,453.00,753.00,300.00,true,0.230000
472,570168,0.5,10,500,600,460.00,723.00,263.00,true,0.200000
472,570168,0.5,25,500,600,493.00,697.00,204.00,true,0.200000
472,570168,0.5,50,500,550,471.00,625.00,154.00,true,0.100000
472,570168,0.5,100,500,552,494.00,609.00,115.00,true,0.104000
472,570168,0.5,200,500,541,499.00,583.00,84.00,true,0.082000
472,570168,0.5,500,500,492,466.00,518.00,52.00,true,0.016000
473,578087,0.5,1,500,667,470.00,813.00,343.00,true,0.334000
473,578087,0.5,5,500,571,417.00,711.00,294.00,true,0.142000
473,578087,0.5,10,500,600,460.00,723.00,263.00,true,0.200000
473,578087,0.5,25,500,563,459.00,660.00,201.00,true,0.126000
473,578087,0.5,50,500,550,471.00,625.00,154.00,true,0.100000
473,578087,0.5,100,500,555,496.00,612.00,116.00,true,0.110000
473,578087,0.5,200,500,515,474.00,555.00,81.00,true,0.030000
473,578087,0.5,500,500,492,466.00,518.00,52.00,true,0.016000
474,586006,0.5,1,500,632,441.00,783.00,342.00,true,0.264000
474,586006,0.5,5,500,500,360.00,640.00,280.00,true,0.000000
474,586006,0.5,10,500,500,377.00,623.00,246.00,true,0.000000
474,586006,0.5,25,500,537,437.00,634.00,197.00,true,0.074000
474,586006,0.5,50,500,545,466.00,620.00,154.00,true,0.090000
474,586006,0.5,100,500,534,476.00,590.00,114.00,true,0.068000
474,586006,0.5,200,500,524,482.00,565.00,83.00,true,0.048000
474,586006,0.5,500,500,507,481.00,533.00,52.00,true,0.014000
475,593925,0.5,1,500,632,441.00,783.00,342.00,true,0.264000
475,593925,0.5,5,500,667,496.00,798.00,302.00,true,0.334000
475,593925,0.5,10,500,618,475.00,740.00,265.00,true,0.236000
475,593925,0.5,25,500,610,502.00,707.00,205.00,false,0.220000
475,593925,0.5,50,500,550,471.00,625.00,154.00,true,0.100000
475,593925,0.5,100,500,524,467.00,580.00,113.00,true,0.048000
475,593925,0.5,200,500,522,481.00,563.00,82.00,true,0.044000
475,593925,0.5,500,500,529,502.00,556.00,54.00,false,0.058000
476,601844,0.5,1,500,600,417.00,756.00,339.00,true,0.200000
476,601844,0.5,5,500,552,401.00,692.00,291.00,true,0.104000
476,601844,0.5,10,500,583,446.00,707.00,261.00,true,0.166000
476,601844,0.5,25,500,529,430.00,626.00,196.00,true,0.058000
476,601844,0.5,50,500,480,408.00,553.00,145.00,true,0.040000
476,601844,0.5,100,500,474,421.00,529.00,108.00,true,0.052000
476,601844,0.5,200,500,480,440.00,519.00,79.00,true,0.040000
476,601844,0.5,500,500,473,447.00,498.00,51.00,false,0.054000
477,609763,0.5,1,500,545,375.00,704.00,329.00,true,0.090000
477,609763,0.5,5,500,552,401.00,692.00,291.00,true,0.104000
477,609763,0.5,10,500,500,377.00,623.00,246.00,true,0.000000
477,609763,0.5,25,500,537,437.00,634.00,197.00,true,0.074000
477,609763,0.5,50,500,484,412.00,557.00,145.00,true,0.032000
477,609763,0.5,100,500,483,428.00,537.00,109.00,true,0.034000
477,609763,0.5,200,500,475,436.00,515.00,79.00,true,0.050000
477,609763,0.5,500,500,477,451.00,502.00,51.00,true,0.046000
478,617682,0.5,1,500,667,470.00,813.00,343.00,true,0.334000
478,617682,0.5,5,500,667,496.00,798.00,302.00,true,0.334000
478,617682,0.5,10,500,636,491.00,757.00,266.00,true,0.272000
478,617682,0.5,25,500,600,493.00,697.00,204.00,true,0.200000
478,617682,0.5,50,500,570,490.00,646.00,156.00,true,0.140000
478,617682,0.5,100,500,512,455.00,567.00,112.00,true,0.024000
478,617682,0.5,200,500,516,475.00,557.00,82.00,true,0.032000
478,617682,0.5,500,500,513,486.00,539.00,53.00,true,0.026000
479,625601,0.5,1,500,667,470.00,813.00,343.00,true,0.334000
479,625601,0.5,5,500,471,337.00,609.00,272.00,true,0.058000
479,625601,0.5,10,500,488,367.00,611.00,244.00,true,0.024000
479,625601,0.5,25,500,529,430.00,626.00,196.00,true,0.058000
479,625601,0.5,50,500,508,433.00,583.00,150.00,true,0.016000
479,625601,0.5,100,500,526,469.00,582.00,113.00,true,0.052000
479,625601,0.5,200,500,508,468.00,549.00,81.00,true,0.016000
479,625601,0.5,500,500,504,478.00,531.00,53.00,true,0.008000
480,633520,0.5,1,500,632,441.00,783.00,342.00,true,0.264000
480,633520,0.5,5,500,640,473.00,775.00,302.00,true,0.280000
480,633520,0.5,10,500,583,446.00,707.00,261.00,true,0.166000
480,633520,0.5,25,500,468,376.00,561.00,185.00,true,0.064000
480,633520,0.5,50,500,445,377.00,516.00,139.00,true,0.110000
480,633520,0.5,100,500,448,396.00,500.00,104.00,true,0.104000
480,633520,0.5,200,500,467,428.00,506.00,78.00,true,0.066000
480,633520,0.5,500,500,474,449.00,500.00,51.00,true,0.052000
481,641439,0.5,1,500,667,470.00,813.00,343.00,true,0.334000
481,641439,0.5,5,500,696,521.00,823.00,302.00,false,0.392000
481,641439,0.5,10,500,618,475.00,740.00,265.00,true,0.236000
481,641439,0.5,25,500,514,417.00,610.00,193.00,true,0.028000
481,641439,0.5,50,500,521,445.00,596.00,151.00,true,0.042000
481,641439,0.5,100,500,491,436.00,546.00,110.00,true,0.018000
481,641439,0.5,200,500,495,455.00,536.00,81.00,true,0.010000
481,641439,0.5,500,500,513,486.00,540.00,54.00,true,0.026000
482,649358,0.5,1,500,522,357.00,681.00,324.00,true,0.044000
482,649358,0.5,5,500,485,348.00,624.00,276.00,true,0.030000
482,649358,0.5,10,500,447,334.00,567.00,233.00,true,0.106000
482,649358,0.5,25,500,468,376.00,561.00,185.00,true,0.064000
482,649358,0.5,50,500,477,405.00,549.00,144.00,true,0.046000
482,649358,0.5,100,500,516,460.00,572.00,112.00,true,0.032000
482,649358,0.5,200,500,493,453.00,533.00,80.00,true,0.014000
482,649358,0.5,500,500,484,458.00,510.00,52.00,true,0.032000
483,657277,0.5,1,500,667,470.00,813.00,343.00,true,0.334000
483,657277,0.5,5,500,593,434.00,731.00,297.00,true,0.186000
483,657277,0.5,10,500,488,367.00,611.00,244.00,true,0.024000
483,657277,0.5,25,500,468,376.00,561.00,185.00,true,0.064000
483,657277,0.5,50,500,480,408.00,553.00,145.00,true,0.040000
483,657277,0.5,100,500,496,440.00,551.00,111.00,true,0.008000
483,657277,0.5,200,500,478,439.00,518.00,79.00,true,0.044000
483,657277,0.5,500,500,500,473.00,526.00,53.00,true,0.000000
484,665196,0.5,1,500,667,470.00,813.00,343.00,true,0.334000
484,665196,0.5,5,500,593,434.00,731.00,297.00,true,0.186000
484,665196,0.5,10,500,636,491.00,757.00,266.00,true,0.272000
484,665196,0.5,25,500,554,452.00,651.00,199.00,true,0.108000
484,665196,0.5,50,500,526,449.00,601.00,152.00,true,0.052000
484,665196,0.5,100,500,500,445.00,555.00,110.00,true,0.000000
484,665196,0.5,200,500,460,421.00,499.00,78.00,false,0.080000
484,665196,0.5,500,500,483,457.00,509.00,52.00,true,0.034000
485,673115,0.5,1,500,667,470.00,813.00,343.00,true,0.334000
485,673115,0.5,5,500,640,473.00,775.00,302.00,true,0.280000
485,673115,0.5,10,500,656,509.00,775.00,266.00,false,0.312000
485,673115,0.5,25,500,621,511.00,717.00,206.00,false,0.242000
485,673115,0.5,50,500,521,445.00,596.00,151.00,true,0.042000
485,673115,0.5,100,500,516,460.00,572.00,112.00,true,0.032000
485,673115,0.5,200,500,493,453.00,533.00,80.00,true,0.014000
485,673115,0.5,500,500,486,460.00,512.00,52.00,true,0.028000
486,681034,0.5,1,500,667,470.00,813.00,343.00,true,0.334000
486,681034,0.5,5,500,552,401.00,692.00,291.00,true,0.104000
486,681034,0.5,10,500,583,446.00,707.00,261.00,true,0.166000
486,681034,0.5,25,500,537,437.00,634.00,197.00,true,0.074000
486,681034,0.5,50,500,480,408.00,553.00,145.00,true,0.040000
486,681034,0.5,100,500,470,417.00,524.00,107.00,true,0.060000
486,681034,0.5,200,500,495,455.00,536.00,81.00,true,0.010000
486,681034,0.5,500,500,491,465.00,517.00,52.00,true,0.018000
487,688953,0.5,1,500,632,441.00,783.00,342.00,true,0.264000
487,688953,0.5,5,500,552,401.00,692.00,291.00,true,0.104000
487,688953,0.5,10,500,568,433.00,692.00,259.00,true,0.136000
487,688953,0.5,25,500,621,511.00,717.00,206.00,false,0.242000
487,688953,0.5,50,500,581,500.00,657.00,157.00,true,0.162000
487,688953,0.5,100,500,550,491.00,606.00,115.00,true,0.100000
487,688953,0.5,200,500,533,491.00,574.00,83.00,true,0.066000
487,688953,0.5,500,500,516,490.00,543.00,53.00,true,0.032000
488,696872,0.5,1,500,545,375.00,704.00,329.00,true,0.090000
488,696872,0.5,5,500,533,386.00,674.00,288.00,true,0.066000
488,696872,0.5,10,500,500,377.00,623.00,246.00,true,0.000000
488,696872,0.5,25,500,468,376.00,561.00,185.00,true,0.064000
488,696872,0.5,50,500,488,415.00,562.00,147.00,true,0.024000
488,696872,0.5,100,500,550,491.00,606.00,115.00,true,0.100000
488,696872,0.5,200,500,525,483.00,566.00,83.00,true,0.050000
488,696872,0.5,500,500,504,478.00,530.00,52.00,true,0.008000
489,704791,0.5,1,500,632,441.00,783.00,342.00,true,0.264000
489,704791,0.5,5,500,667,496.00,798.00,302.00,true,0.334000
489,704791,0.5,10,500,553,420.00,677.00,257.00,true,0.106000
489,704791,0.5,25,500,581,475.00,678.00,203.00,true,0.162000
489,704791,0.5,50,500,521,445.00,596.00,151.00,true,0.042000
489,704791,0.5,100,500,539,481.00,595.00,114.00,true,0.078000
489,704791,0.5,200,500,540,498.00,581.00,83.00,true,0.080000
489,704791,0.5,500,500,501,475.00,528.00,53.00,true,0.002000
490,712710,0.5,1,500,632,441.00,783.00,342.00,true,0.264000
490,712710,0.5,5,500,640,473.00,775.00,302.00,true,0.280000
490,712710,0.5,10,500,568,433.00,692.00,259.00,true,0.136000
490,712710,0.5,25,500,514,417.00,610.00,193.00,true,0.028000
490,712710,0.5,50,500,560,480.00,636.00,156.00,true,0.120000
490,712710,0.5,100,500,509,453.00,565.00,112.00,true,0.018000
490,712710,0.5,200,500,517,476.00,558.00,82.00,true,0.034000
490,712710,0.5,500,500,515,488.00,541.00,53.00,true,0.030000
491,720629,0.5,1,500,632,441.00,783.00,342.00,true,0.264000
491,720629,0.5,5,500,593,434.00,731.00,297.00,true,0.186000
491,720629,0.5,10,500,568,433.00,692.00,259.00,true,0.136000
491,720629,0.5,25,500,581,475.00,678.00,203.00,true,0.162000
491,720629,0.5,50,500,545,466.00,620.00,154.00,true,0.090000
491,720629,0.5,100,500,531,474.00,588.00,114.00,true,0.062000
491,720629,0.5,200,500,540,498.00,581.00,83.00,true,0.080000
491,720629,0.5,500,500,511,485.00,537.00,52.00,true,0.022000
492,728548,0.5,1,500,667,470.00,813.00,343.00,true,0.334000
492,728548,0.5,5,500,696,521.00,823.00,302.00,false,0.392000
492,728548,0.5,10,500,724,570.00,834.00,264.00,false,0.448000
492,728548,0.5,25,500,643,532.00,739.00,207.00,false,0.286000
492,728548,0.5,50,500,530,454.00,606.00,152.00,true,0.060000
492,728548,0.5,100,500,498,443.00,553.00,110.00,true,0.004000
492,728548,0.5,200,500,486,446.00,526.00,80.00,true,0.028000
492,728548,0.5,500,500,493,467.00,519.00,52.00,true,0.014000
493,736467,0.5,1,500,667,470.00,813.00,343.00,true,0.334000
493,736467,0.5,5,500,593,434.00,731.00,297.00,true,0.186000
493,736467,0.5,10,500,512,387.00,636.00,249.00,true,0.024000
493,736467,0.5,25,500,500,404.00,596.00,192.00,true,0.000000
493,736467,0.5,50,500,517,441.00,592.00,151.00,true,0.034000
493,736467,0.5,100,500,496,440.00,551.00,111.00,true,0.008000
493,736467,0.5,200,500,508,468.00,549.00,81.00,true,0.016000
493,736467,0.5,500,500,488,462.00,514.00,52.00,true,0.024000
494,744386,0.5,1,500,545,375.00,704.00,329.00,true,0.090000
494,744386,0.5,5,500,552,401.00,692.00,291.00,true,0.104000
494,744386,0.5,10,500,568,433.00,692.00,259.00,true,0.136000
494,744386,0.5,25,500,545,444.00,643.00,199.00,true,0.090000
494,744386,0.5,50,500,545,466.00,620.00,154.00,true,0.090000
494,744386,0.5,100,500,575,515.00,633.00,118.00,false,0.150000
494,744386,0.5,200,500,531,490.00,573.00,83.00,true,0.062000
494,744386,0.5,500,500,518,492.00,545.00,53.00,true,0.036000
495,752305,0.5,1,500,632,441.00,783.00,342.00,true,0.264000
495,752305,0.5,5,500,593,434.00,731.00,297.00,true,0.186000
495,752305,0.5,10,500,553,420.00,677.00,257.00,true,0.106000
495,752305,0.5,25,500,507,411.00,603.00,192.00,true,0.014000
495,752305,0.5,50,500,530,454.00,606.00,152.00,true,0.060000
495,752305,0.5,100,500,526,469.00,582.00,113.00,true,0.052000
495,752305,0.5,200,500,520,478.00,561.00,83.00,true,0.040000
495,752305,0.5,500,500,509,483.00,536.00,53.00,true,0.018000
496,760224,0.5,1,500,667,470.00,813.00,343.00,true,0.334000
496,760224,0.5,5,500,516,373.00,656.00,283.00,true,0.032000
496,760224,0.5,10,500,538,408.00,663.00,255.00,true,0.076000
496,760224,0.5,25,500,529,430.00,626.00,196.00,true,0.058000
496,760224,0.5,50,500,488,415.00,562.00,147.00,true,0.024000
496,760224,0.5,100,500,481,427.00,535.00,108.00,true,0.038000
496,760224,0.5,200,500,464,425.00,503.00,78.00,true,0.072000
496,760224,0.5,500,500,486,460.00,512.00,52.00,true,0.028000
497,768143,0.5,1,500,667,470.00,813.00,343.00,true,0.334000
497,768143,0.5,5,500,552,401.00,692.00,291.00,true,0.104000
497,768143,0.5,10,500,500,377.00,623.00,246.00,true,0.000000
497,768143,0.5,25,500,514,417.00,610.00,193.00,true,0.028000
497,768143,0.5,50,500,535,458.00,611.00,153.00,true,0.070000
497,768143,0.5,100,500,489,434.00,544.00,110.00,true,0.022000
497,768143,0.5,200,500,525,483.00,566.00,83.00,true,0.050000
497,768143,0.5,500,500,492,466.00,518.00,52.00,true,0.016000
498,776062,0.5,1,500,667,470.00,813.00,343.00,true,0.334000
498,776062,0.5,5,500,516,373.00,656.00,283.00,true,0.032000
498,776062,0.5,10,500,538,408.00,663.00,255.00,true,0.076000
498,776062,0.5,25,500,480,387.00,574.00,187.00,true,0.040000
498,776062,0.5,50,500,484,412.00,557.00,145.00,true,0.032000
498,776062,0.5,100,500,502,447.00,558.00,111.00,true,0.004000
498,776062,0.5,200,500,490,450.00,530.00,80.00,true,0.020000
498,776062,0.5,500,500,488,462.00,514.00,52.00,true,0.024000
499,783981,0.5,1,500,632,441.00,783.00,342.00,true,0.264000
499,783981,0.5,5,500,667,496.00,798.00,302.00,true,0.334000
499,783981,0.5,10,500,677,527.00,794.00,267.00,false,0.354000
499,783981,0.5,25,500,643,532.00,739.00,207.00,false,0.286000
499,783981,0.5,50,500,504,430.00,578.00,148.00,true,0.008000
499,783981,0.5,100,500,442,391.00,495.00,104.00,false,0.116000
499,783981,0.5,200,500,494,454.00,534.00,80.00,true,0.012000
499,783981,0.5,500,500,471,446.00,497.00,51.00,false,0.058000
500,0,0.75,1,750,857,636.00,944.00,308.00,true,0.142667
500,0,0.75,5,750,889,704.00,956.00,252.00,true,0.185333
500,0,0.75,10,750,913,760.00,966.00,206.00,false,0.217333
500,0,0.75,25,750,837,721.00,907.00,186.00,true,0.116000
500,0,0.75,50,750,836,750.00,893.00,143.00,true,0.114667
500,0,0.75,100,750,787,724.00,838.00,114.00,true,0.049333
500,0,0.75,200,750,784,739.00,823.00,84.00,true,0.045333
500,0,0.75,500,750,745,716.00,772.00,56.00,true,0.006667
501,7919,0.75,1,750,857,636.00,944.00,308.00,true,0.142667
501,7919,0.75,5,750,842,656.00,929.00,273.00,true,0.122667
501,7919,0.75,10,750,840,681.00,922.00,241.00,true,0.120000
501,7919,0.75,25,750,800,683.00,878.00,195.00,true,0.066667
501,7919,0.75,50,750,763,675.00,830.00,155.00,true,0.017333
501,7919,0.75,100,750,735,671.00,789.00,118.00,true,0.020000
501,7919,0.75,200,750,748,703.00,788.00,85.00,true,0.002667
501,7919,0.75,500,750,731,702.00,758.00,56.00,true,0.025333
502,15838,0.75,1,750,750,539.00,877.00,338.00,true,0.000000
502,15838,0.75,5,750,800,615.00,902.00,287.00,true,0.066667
502,15838,0.75,10,750,840,681.00,922.00,241.00,true,0.120000
502,15838,0.75,25,750,818,702.00,892.00,190.00,true,0.090667
502,15838,0.75,50,750,803,716.00,866.00,150.00,true,0.070667
502,15838,0.75,100,750,782,718.00,833.00,115.00,true,0.042667
502,15838,0.75,200,750,781,736.00,820.00,84.00,true,0.041333
502,15838,0.75,500,750,773,745.00,799.00,54.00,true,0.030667
503,23757,0.75,1,750,800,583.00,910.00,327.00,true,0.066667
503,23757,0.75,5,750,696,521.00,823.00,302.00,true,0.072000
503,23757,0.75,10,750,700,548.00,814.00,266.00,true,0.066667
503,23757,0.75,25,750,655,543.00,750.00,207.00,true,0.126667
503,23757,0.75,50,750,693,606.00,767.00,161.00,true,0.076000
503,23757,0.75,100,750,730,666.00,785.00,119.00,true,0.026667
503,23757,0.75,200,750,733,687.00,773.00,86.00,true,0.022667
503,23757,0.75,500,750,716,687.00,743.00,56.00,false,0.045333
504,31676,0.75,1,750,857,636.00,944.00,308.00,true,0.142667
504,31676,0.75,5,750,667,496.00,798.00,302.00,true,0.110667
504,31676,0.75,10,750,656,509.00,775.00,266.00,true,0.125333
504,31676,0.75,25,750,655,543.00,750.00,207.00,true,0.126667
504,31676,0.75,50,750,701,614.00,774.00,160.00,true,0.065333
504,31676,0.75,100,750,725,661.00,780.00,119.00,true,0.033333
504,31676,0.75,200,750,735,689.00,776.00,87.00,true,0.020000
504,31676,0.75,500,750,745,716.00,772.00,56.00,true,0.006667
505,39595,0.75,1,750,857,636.00,944.00,308.00,true,0.142667
505,39595,0.75,5,750,842,656.00,929.00,273.00,true,0.122667
505,39595,0.75,10,750,840,681.00,922.00,241.00,true,0.120000
505,39595,0.75,25,750,878,765.00,936.00,171.00,false,0.170667
505,39595,0.75,50,750,824,738.00,884.00,146.00,true,0.098667
505,39595,0.75,100,750,745,681.00,799.00,118.00,true,0.006667
505,39595,0.75,200,750,738,692.00,778.00,86.00,true,0.016000
505,39595,0.75,500,750,751,723.00,778.00,55.00,true,0.001333
506,47514,0.75,1,750,857,636.00,944.00,308.00,true,0.142667
506,47514,0.75,5,750,727,549.00,848.00,299.00,true,0.030667
506,47514,0.75,10,750,778,620.00,877.00,257.00,true,0.037333
506,47514,0.75,25,750,706,591.00,797.00,206.00,true,0.058667
506,47514,0.75,50,750,718,630.00,790.00,160.00,true,0.042667
506,47514,0.75,100,750,730,666.00,785.00,119.00,true,0.026667
506,47514,0.75,200,750,746,700.00,786.00,86.00,true,0.005333
506,47514,0.75,500,750,751,723.00,778.00,55.00,true,0.001333
507,55433,0.75,1,750,857,636.00,944.00,308.00,true,0.142667
507,55433,0.75,5,750,800,615.00,902.00,287.00,true,0.066667
507,55433,0.75,10,750,808,649.00,899.00,250.00,true,0.077333
507,55433,0.75,25,750,783,665.00,863.00,198.00,true,0.044000
507,55433,0.75,50,750,772,684.00,839.00,155.00,true,0.029333
507,55433,0.75,100,750,771,707.00,823.00,116.00,true,0.028000
507,55433,0.75,200,750,756,711.00,796.00,85.00,true,0.008000
507,55433,0.75,500,750,763,734.00,789.00,55.00,true,0.017333
508,63352,0.75,1,750,857,636.00,944.00,308.00,true,0.142667
508,63352,0.75,5,750,842,656.00,929.00,273.00,true,0.122667
508,63352,0.75,10,750,840,681.00,922.00,241.00,true,0.120000
508,63352,0.75,25,750,800,683.00,878.00,195.00,true,0.066667
508,63352,0.75,50,750,824,738.00,884.00,146.00,true,0.098667
508,63352,0.75,100,750,782,718.00,833.00,115.00,true,0.042667
508,63352,0.75,200,750,770,725.00,809.00,84.00,true,0.026667
508,63352,0.75,500,750,754,725.00,780.00,55.00,true,0.005333
509,71271,0.75,1,750,706,502.00,844.00,342.00,true,0.058667
509,71271,0.75,5,750,667,496.00,798.00,302.00,true,0.110667
509,71271,0.75,10,750,677,527.00,794.00,267.00,true,0.097333
509,71271,0.75,25,750,679,565.00,773.00,208.00,true,0.094667
509,71271,0.75,50,750,709,622.00,782.00,160.00,true,0.054667
509,71271,0.75,100,750,730,666.00,785.00,119.00,true,0.026667
509,71271,0.75,200,750,746,700.00,786.00,86.00,true,0.005333
509,71271,0.75,500,750,746,717.00,773.00,56.00,true,0.005333
510,79190,0.75,1,750,857,636.00,944.00,308.00,true,0.142667
510,79190,0.75,5,750,842,656.00,929.00,273.00,true,0.122667
510,79190,0.75,10,750,808,649.00,899.00,250.00,true,0.077333
510,79190,0.75,25,750,783,665.00,863.00,198.00,true,0.044000
510,79190,0.75,50,750,782,694.00,848.00,154.00,true,0.042667
510,79190,0.75,100,750,776,713.00,828.00,115.00,true,0.034667
510,79190,0.75,200,750,710,665.00,752.00,87.00,true,0.053333
510,79190,0.75,500,750,726,697.00,753.00,56.00,true,0.032000
511,87109,0.75,1,750,857,636.00,944.00,308.00,true,0.142667
511,87109,0.75,5,750,889,704.00,956.00,252.00,true,0.185333
511,87109,0.75,10,750,840,681.00,922.00,241.00,true,0.120000
511,87109,0.75,25,750,800,683.00,878.00,195.00,true,0.066667
511,87109,0.75,50,750,792,705.00,857.00,152.00,true,0.056000
